Año;País;Tipo de mercado;Servicio;Concepto;Operador;Tipo de Ingreso;Tipo de Paquete;Unidades;Ingresos (Millones €);Ingresos por Operador (Millones €);Empleados por Operador (Núm);Paquetes (Núm);Inversiones por Operador (Millones €);Gastos por Operador (Millones €)
2019;España;N/A;Datos generales;Inversiones en infraestr. de telec. y serv. audiov.;Grupo MASMOVIL;N/A;N/A;Millones de euros;;;;;734,42;
2019;España;N/A;Datos generales;Inversiones en infraestr. de telec. y serv. audiov.;Mediaset España;N/A;N/A;Millones de euros;;;;;154,34;
2019;España;N/A;Datos generales;Inversiones en infraestr. de telec. y serv. audiov.;Movistar;N/A;N/A;Millones de euros;;;;;1723,34;
2019;España;N/A;Datos generales;Inversiones en infraestr. de telec. y serv. audiov.;Orange;N/A;N/A;Millones de euros;;;;;1005,03;
2019;España;N/A;Datos generales;Inversiones en infraestr. de telec. y serv. audiov.;Resto;N/A;N/A;Millones de euros;;;;;1075,4;
2019;España;N/A;Datos generales;Inversiones en infraestr. de telec. y serv. audiov.;RTVE;N/A;N/A;Millones de euros;;;;;44,78;
2019;España;N/A;Datos generales;Inversiones en infraestr. de telec. y serv. audiov.;Vodafone;N/A;N/A;Millones de euros;;;;;736,24;
2019;España;N/A;Datos generales;Número de empleados;Digi;N/A;N/A;Unidades;;;827;;;
2019;España;N/A;Datos generales;Número de empleados;Grupo MASMOVIL;N/A;N/A;Unidades;;;683;;;
2019;España;N/A;Datos generales;Número de empleados;Movistar;N/A;N/A;Unidades;;;18176;;;
2019;España;N/A;Datos generales;Número de empleados;Orange;N/A;N/A;Unidades;;;5794;;;
2019;España;N/A;Datos generales;Número de empleados;Resto;N/A;N/A;Unidades;;;17718;;;
2019;España;N/A;Datos generales;Número de empleados;RTVE;N/A;N/A;Unidades;;;6542;;;
2019;España;N/A;Datos generales;Número de empleados;Televisió de Catalunya;N/A;N/A;Unidades;;;2285;;;
2019;España;N/A;Datos generales;Número de empleados;Vodafone;N/A;N/A;Unidades;;;4246;;;
2019;España;N/A;Datos generales;Paquetes;N/A;N/A;Banda ancha fija, tel. móvil y banda ancha móvil;Unidades;;;;442929;;
2019;España;N/A;Datos generales;Paquetes;N/A;N/A;Resto;Unidades;;;;344101;;
2019;España;N/A;Datos generales;Paquetes;N/A;N/A;Tel. fija y banda ancha fija;Unidades;;;;1913929;;
2019;España;N/A;Datos generales;Paquetes;N/A;N/A;Tel. fija, banda ancha fija y TV de pago;Unidades;;;;182422;;
2019;España;N/A;Datos generales;Paquetes;N/A;N/A;Tel. fija, banda ancha fija, tel. móvil y banda ancha móvil;Unidades;;;;6438800;;
2019;España;N/A;Datos generales;Paquetes;N/A;N/A;Tel. fija, banda ancha fija, TV de pago, tel. móvil y banda ancha móvil;Unidades;;;;6093221;;
2019;España;Servicio mayorista;Datos generales;Ingresos;Digi;N/A;N/A;Millones de euros;;21,37;;;;
2019;España;Servicio mayorista;Datos generales;Ingresos;Grupo MASMOVIL;N/A;N/A;Millones de euros;;205,55;;;;
2019;España;Servicio mayorista;Datos generales;Ingresos;Movistar;N/A;N/A;Millones de euros;;4952,08;;;;
2019;España;Servicio mayorista;Datos generales;Ingresos;N/A;Alquiler de circuitos;N/A;Millones de euros;717,8;;;;;
2019;España;Servicio mayorista;Datos generales;Ingresos;N/A;Banda ancha fija mayorista;N/A;Millones de euros;919,9;;;;;
2019;España;Servicio mayorista;Datos generales;Ingresos;N/A;Contenidos audiovisuales;N/A;Millones de euros;3360,25;;;;;
2019;España;Servicio mayorista;Datos generales;Ingresos;N/A;Interconexión fija;N/A;Millones de euros;903,87;;;;;
2019;España;Servicio mayorista;Datos generales;Ingresos;N/A;Interconexión móvil;N/A;Millones de euros;1633,67;;;;;
2019;España;Servicio mayorista;Datos generales;Ingresos;N/A;Otros servicios mayoristas;N/A;Millones de euros;1232,82;;;;;
2019;España;Servicio mayorista;Datos generales;Ingresos;N/A;Transmisión de datos;N/A;Millones de euros;206,47;;;;;
2019;España;Servicio mayorista;Datos generales;Ingresos;N/A;Transporte y difusión de la señal audiovisual;N/A;Millones de euros;355,27;;;;;
2019;España;Servicio mayorista;Datos generales;Ingresos;Orange;N/A;N/A;Millones de euros;;1117,02;;;;
2019;España;Servicio mayorista;Datos generales;Ingresos;Resto;N/A;N/A;Millones de euros;;2166,67;;;;
2019;España;Servicio mayorista;Datos generales;Ingresos;Vodafone;N/A;N/A;Millones de euros;;867,37;;;;
2019;España;Servicio minorista;Datos generales;Ingresos;Digi;N/A;N/A;Millones de euros;;173,17;;;;
2019;España;Servicio minorista;Datos generales;Ingresos;Grupo MASMOVIL;N/A;N/A;Millones de euros;;1653,81;;;;
2019;España;Servicio minorista;Datos generales;Ingresos;Movistar;N/A;N/A;Millones de euros;;10541,04;;;;
2019;España;Servicio minorista;Datos generales;Ingresos;N/A;Banda ancha fija;N/A;Millones de euros;4341,48;;;;;
2019;España;Servicio minorista;Datos generales;Ingresos;N/A;Banda Ancha móvil;N/A;Millones de euros;5460,25;;;;;
2019;España;Servicio minorista;Datos generales;Ingresos;N/A;Comunicaciones de Empresa;N/A;Millones de euros;1473,47;;;;;
2019;España;Servicio minorista;Datos generales;Ingresos;N/A;Otros servicios minoristas;N/A;Millones de euros;1519,88;;;;;
2019;España;Servicio minorista;Datos generales;Ingresos;N/A;Servicios audiovisuales;N/A;Millones de euros;4374,14;;;;;
2019;España;Servicio minorista;Datos generales;Ingresos;N/A;Servicios de información telefónica;N/A;Millones de euros;10,1;;;;;
2019;España;Servicio minorista;Datos generales;Ingresos;N/A;Telefonía fija;N/A;Millones de euros;2044,07;;;;;
2019;España;Servicio minorista;Datos generales;Ingresos;N/A;Telefonía móvil;N/A;Millones de euros;3829,08;;;;;
2019;España;Servicio minorista;Datos generales;Ingresos;N/A;Venta y alquiler de terminales;N/A;Millones de euros;1844,57;;;;;
2019;España;Servicio minorista;Datos generales;Ingresos;Orange;N/A;N/A;Millones de euros;;4301,09;;;;
2019;España;Servicio minorista;Datos generales;Ingresos;Resto;N/A;N/A;Millones de euros;;4096,88;;;;
2019;España;Servicio minorista;Datos generales;Ingresos;Vodafone;N/A;N/A;Millones de euros;;4131,06;;;;
2020;España;N/A;Datos generales;Gastos de explotación;Digi;N/A;N/A;Millones de euros;;;;;;2,74
2020;España;N/A;Datos generales;Gastos de explotación;Grupo MASMOVIL;N/A;N/A;Millones de euros;;;;;;64,96
2020;España;N/A;Datos generales;Gastos de explotación;Movistar;N/A;N/A;Millones de euros;;;;;;127,63
2020;España;N/A;Datos generales;Gastos de explotación;Orange;N/A;N/A;Millones de euros;;;;;;71,45
2020;España;N/A;Datos generales;Gastos de explotación;Resto;N/A;N/A;Millones de euros;;;;;;97,45
2020;España;N/A;Datos generales;Gastos de explotación;Vodafone;N/A;N/A;Millones de euros;;;;;;157,42
2020;España;N/A;Datos generales;Inversiones en infraestr. de telec. y serv. audiov.;Adamo;N/A;N/A;Millones de euros;;;;;114,43;
2020;España;N/A;Datos generales;Inversiones en infraestr. de telec. y serv. audiov.;Digi;N/A;N/A;Millones de euros;;;;;68,02;
2020;España;N/A;Datos generales;Inversiones en infraestr. de telec. y serv. audiov.;Euskaltel;N/A;N/A;Millones de euros;;;;;181,2;
2020;España;N/A;Datos generales;Inversiones en infraestr. de telec. y serv. audiov.;Grupo MASMOVIL;N/A;N/A;Millones de euros;;;;;459,94;
2020;España;N/A;Datos generales;Inversiones en infraestr. de telec. y serv. audiov.;Mediaset España;N/A;N/A;Millones de euros;;;;;89,74;
2020;España;N/A;Datos generales;Inversiones en infraestr. de telec. y serv. audiov.;Movistar;N/A;N/A;Millones de euros;;;;;1458,25;
2020;España;N/A;Datos generales;Inversiones en infraestr. de telec. y serv. audiov.;Orange;N/A;N/A;Millones de euros;;;;;1135,24;
2020;España;N/A;Datos generales;Inversiones en infraestr. de telec. y serv. audiov.;Resto;N/A;N/A;Millones de euros;;;;;624,26;
2020;España;N/A;Datos generales;Inversiones en infraestr. de telec. y serv. audiov.;RTVE;N/A;N/A;Millones de euros;;;;;60,11;
2020;España;N/A;Datos generales;Inversiones en infraestr. de telec. y serv. audiov.;Vodafone;N/A;N/A;Millones de euros;;;;;824,67;
2020;España;N/A;Datos generales;Número de empleados;Digi;N/A;N/A;Unidades;;;1687;;;
2020;España;N/A;Datos generales;Número de empleados;Grupo MASMOVIL;N/A;N/A;Unidades;;;978;;;
2020;España;N/A;Datos generales;Número de empleados;Movistar;N/A;N/A;Unidades;;;18248;;;
2020;España;N/A;Datos generales;Número de empleados;Orange;N/A;N/A;Unidades;;;5891;;;
2020;España;N/A;Datos generales;Número de empleados;Resto;N/A;N/A;Unidades;;;17540;;;
2020;España;N/A;Datos generales;Número de empleados;RTVE;N/A;N/A;Unidades;;;6537;;;
2020;España;N/A;Datos generales;Número de empleados;Televisió de Catalunya;N/A;N/A;Unidades;;;2351;;;
2020;España;N/A;Datos generales;Número de empleados;Vodafone;N/A;N/A;Unidades;;;4260;;;
2020;España;N/A;Datos generales;Paquetes;N/A;N/A;Banda ancha fija, tel. móvil y banda ancha móvil;Unidades;;;;768636;;
2020;España;N/A;Datos generales;Paquetes;N/A;N/A;Resto;Unidades;;;;348484;;
2020;España;N/A;Datos generales;Paquetes;N/A;N/A;Tel. fija y banda ancha fija;Unidades;;;;1909025;;
2020;España;N/A;Datos generales;Paquetes;N/A;N/A;Tel. fija, banda ancha fija y TV de pago;Unidades;;;;155727;;
2020;España;N/A;Datos generales;Paquetes;N/A;N/A;Tel. fija, banda ancha fija, tel. móvil y banda ancha móvil;Unidades;;;;6480380;;
2020;España;N/A;Datos generales;Paquetes;N/A;N/A;Tel. fija, banda ancha fija, TV de pago, tel. móvil y banda ancha móvil;Unidades;;;;6194690;;
2020;España;Servicio mayorista;Datos generales;Ingresos;Digi;N/A;N/A;Millones de euros;;32,53;;;;
2020;España;Servicio mayorista;Datos generales;Ingresos;Grupo MASMOVIL;N/A;N/A;Millones de euros;;279,94;;;;
2020;España;Servicio mayorista;Datos generales;Ingresos;Movistar;N/A;N/A;Millones de euros;;4892,2;;;;
2020;España;Servicio mayorista;Datos generales;Ingresos;N/A;Alquiler de circuitos;N/A;Millones de euros;764,45;;;;;
2020;España;Servicio mayorista;Datos generales;Ingresos;N/A;Banda ancha fija mayorista;N/A;Millones de euros;935,66;;;;;
2020;España;Servicio mayorista;Datos generales;Ingresos;N/A;Contenidos audiovisuales;N/A;Millones de euros;2855,85;;;;;
2020;España;Servicio mayorista;Datos generales;Ingresos;N/A;Interconexión fija;N/A;Millones de euros;836,06;;;;;
2020;España;Servicio mayorista;Datos generales;Ingresos;N/A;Interconexión móvil;N/A;Millones de euros;1696,76;;;;;
2020;España;Servicio mayorista;Datos generales;Ingresos;N/A;Otros servicios mayoristas;N/A;Millones de euros;2082,74;;;;;
2020;España;Servicio mayorista;Datos generales;Ingresos;N/A;Transmisión de datos;N/A;Millones de euros;177,78;;;;;
2020;España;Servicio mayorista;Datos generales;Ingresos;N/A;Transporte y difusión de la señal audiovisual;N/A;Millones de euros;349,74;;;;;
2020;España;Servicio mayorista;Datos generales;Ingresos;Orange;N/A;N/A;Millones de euros;;1604,31;;;;
2020;España;Servicio mayorista;Datos generales;Ingresos;Resto;N/A;N/A;Millones de euros;;1937,41;;;;
2020;España;Servicio mayorista;Datos generales;Ingresos;Vodafone;N/A;N/A;Millones de euros;;952,65;;;;
2020;España;Servicio minorista;Datos generales;Ingresos;Digi;N/A;N/A;Millones de euros;;241,83;;;;
2020;España;Servicio minorista;Datos generales;Ingresos;Grupo MASMOVIL;N/A;N/A;Millones de euros;;1853,15;;;;
2020;España;Servicio minorista;Datos generales;Ingresos;Movistar;N/A;N/A;Millones de euros;;9786,95;;;;
2020;España;Servicio minorista;Datos generales;Ingresos;N/A;Banda ancha fija;N/A;Millones de euros;4371,71;;;;;
2020;España;Servicio minorista;Datos generales;Ingresos;N/A;Banda Ancha móvil;N/A;Millones de euros;5470,57;;;;;
2020;España;Servicio minorista;Datos generales;Ingresos;N/A;Comunicaciones de Empresa;N/A;Millones de euros;1399,83;;;;;
2020;España;Servicio minorista;Datos generales;Ingresos;N/A;Otros servicios minoristas;N/A;Millones de euros;1235,57;;;;;
2020;España;Servicio minorista;Datos generales;Ingresos;N/A;Servicios audiovisuales;N/A;Millones de euros;3855,37;;;;;
2020;España;Servicio minorista;Datos generales;Ingresos;N/A;Servicios de información telefónica;N/A;Millones de euros;7,76;;;;;
2020;España;Servicio minorista;Datos generales;Ingresos;N/A;Telefonía fija;N/A;Millones de euros;1769,56;;;;;
2020;España;Servicio minorista;Datos generales;Ingresos;N/A;Telefonía móvil;N/A;Millones de euros;3674,72;;;;;
2020;España;Servicio minorista;Datos generales;Ingresos;N/A;Venta y alquiler de terminales;N/A;Millones de euros;1541,91;;;;;
2020;España;Servicio minorista;Datos generales;Ingresos;Orange;N/A;N/A;Millones de euros;;3952,9;;;;
2020;España;Servicio minorista;Datos generales;Ingresos;Resto;N/A;N/A;Millones de euros;;3680,73;;;;
2020;España;Servicio minorista;Datos generales;Ingresos;Vodafone;N/A;N/A;Millones de euros;;3811,44;;;;
2021;España;N/A;Datos generales;Gastos de explotación;Digi;N/A;N/A;Millones de euros;;;;;;6,63
2021;España;N/A;Datos generales;Gastos de explotación;Grupo MASMOVIL;N/A;N/A;Millones de euros;;;;;;70,19
2021;España;N/A;Datos generales;Gastos de explotación;Movistar;N/A;N/A;Millones de euros;;;;;;121,79
2021;España;N/A;Datos generales;Gastos de explotación;Orange;N/A;N/A;Millones de euros;;;;;;77,81
2021;España;N/A;Datos generales;Gastos de explotación;Resto;N/A;N/A;Millones de euros;;;;;;102,49
2021;España;N/A;Datos generales;Gastos de explotación;Vodafone;N/A;N/A;Millones de euros;;;;;;115,39
2021;España;N/A;Datos generales;Inversiones en infraestr. de telec. y serv. audiov.;Adamo;N/A;N/A;Millones de euros;;;;;156,32;
2021;España;N/A;Datos generales;Inversiones en infraestr. de telec. y serv. audiov.;Digi;N/A;N/A;Millones de euros;;;;;154,47;
2021;España;N/A;Datos generales;Inversiones en infraestr. de telec. y serv. audiov.;Euskaltel;N/A;N/A;Millones de euros;;;;;155,87;
2021;España;N/A;Datos generales;Inversiones en infraestr. de telec. y serv. audiov.;Grupo MASMOVIL;N/A;N/A;Millones de euros;;;;;707,28;
2021;España;N/A;Datos generales;Inversiones en infraestr. de telec. y serv. audiov.;Mediaset España;N/A;N/A;Millones de euros;;;;;104,75;
2021;España;N/A;Datos generales;Inversiones en infraestr. de telec. y serv. audiov.;Movistar;N/A;N/A;Millones de euros;;;;;1957,9;
2021;España;N/A;Datos generales;Inversiones en infraestr. de telec. y serv. audiov.;Orange;N/A;N/A;Millones de euros;;;;;1515,67;
2021;España;N/A;Datos generales;Inversiones en infraestr. de telec. y serv. audiov.;Resto;N/A;N/A;Millones de euros;;;;;1335,02;
2021;España;N/A;Datos generales;Inversiones en infraestr. de telec. y serv. audiov.;RTVE;N/A;N/A;Millones de euros;;;;;50,1;
2021;España;N/A;Datos generales;Inversiones en infraestr. de telec. y serv. audiov.;Vodafone;N/A;N/A;Millones de euros;;;;;1067,01;
2021;España;N/A;Datos generales;Número de empleados;Digi;N/A;N/A;Unidades;;;3322;;;
2021;España;N/A;Datos generales;Número de empleados;Grupo MASMOVIL;N/A;N/A;Unidades;;;969;;;
2021;España;N/A;Datos generales;Número de empleados;Movistar;N/A;N/A;Unidades;;;18399;;;
2021;España;N/A;Datos generales;Número de empleados;Orange;N/A;N/A;Unidades;;;5430;;;
2021;España;N/A;Datos generales;Número de empleados;Resto;N/A;N/A;Unidades;;;18576;;;
2021;España;N/A;Datos generales;Número de empleados;RTVE;N/A;N/A;Unidades;;;6666;;;
2021;España;N/A;Datos generales;Número de empleados;Televisió de Catalunya;N/A;N/A;Unidades;;;2387;;;
2021;España;N/A;Datos generales;Número de empleados;Vodafone;N/A;N/A;Unidades;;;4093;;;
2021;España;N/A;Datos generales;Paquetes;N/A;N/A;Banda ancha fija, tel. móvil y banda ancha móvil;Unidades;;;;1263153;;
2021;España;N/A;Datos generales;Paquetes;N/A;N/A;Resto;Unidades;;;;200291;;
2021;España;N/A;Datos generales;Paquetes;N/A;N/A;Tel. fija y banda ancha fija;Unidades;;;;2077768;;
2021;España;N/A;Datos generales;Paquetes;N/A;N/A;Tel. fija, banda ancha fija y TV de pago;Unidades;;;;126442;;
2021;España;N/A;Datos generales;Paquetes;N/A;N/A;Tel. fija, banda ancha fija, tel. móvil y banda ancha móvil;Unidades;;;;6990480;;
2021;España;N/A;Datos generales;Paquetes;N/A;N/A;Tel. fija, banda ancha fija, TV de pago, tel. móvil y banda ancha móvil;Unidades;;;;5533682;;
2021;España;Servicio mayorista;Datos generales;Ingresos;Digi;N/A;N/A;Millones de euros;;41,3;;;;
2021;España;Servicio mayorista;Datos generales;Ingresos;Grupo MASMOVIL;N/A;N/A;Millones de euros;;361,53;;;;
2021;España;Servicio mayorista;Datos generales;Ingresos;Movistar;N/A;N/A;Millones de euros;;4973,7;;;;
2021;España;Servicio mayorista;Datos generales;Ingresos;N/A;Alquiler de circuitos;N/A;Millones de euros;791,04;;;;;
2021;España;Servicio mayorista;Datos generales;Ingresos;N/A;Banda ancha fija mayorista;N/A;Millones de euros;1057,47;;;;;
2021;España;Servicio mayorista;Datos generales;Ingresos;N/A;Contenidos audiovisuales;N/A;Millones de euros;2885,8;;;;;
2021;España;Servicio mayorista;Datos generales;Ingresos;N/A;Interconexión fija;N/A;Millones de euros;724,04;;;;;
2021;España;Servicio mayorista;Datos generales;Ingresos;N/A;Interconexión móvil;N/A;Millones de euros;1938,55;;;;;
2021;España;Servicio mayorista;Datos generales;Ingresos;N/A;Otros servicios mayoristas;N/A;Millones de euros;2493,49;;;;;
2021;España;Servicio mayorista;Datos generales;Ingresos;N/A;Transmisión de datos;N/A;Millones de euros;165,41;;;;;
2021;España;Servicio mayorista;Datos generales;Ingresos;N/A;Transporte y difusión de la señal audiovisual;N/A;Millones de euros;331,42;;;;;
2021;España;Servicio mayorista;Datos generales;Ingresos;Orange;N/A;N/A;Millones de euros;;1703,72;;;;
2021;España;Servicio mayorista;Datos generales;Ingresos;Resto;N/A;N/A;Millones de euros;;2194,49;;;;
2021;España;Servicio mayorista;Datos generales;Ingresos;Vodafone;N/A;N/A;Millones de euros;;1112,48;;;;
2021;España;Servicio minorista;Datos generales;Ingresos;Digi;N/A;N/A;Millones de euros;;322,73;;;;
2021;España;Servicio minorista;Datos generales;Ingresos;Grupo MASMOVIL;N/A;N/A;Millones de euros;;1861,84;;;;
2021;España;Servicio minorista;Datos generales;Ingresos;Movistar;N/A;N/A;Millones de euros;;9414,35;;;;
2021;España;Servicio minorista;Datos generales;Ingresos;N/A;Banda ancha fija;N/A;Millones de euros;4527,7;;;;;
2021;España;Servicio minorista;Datos generales;Ingresos;N/A;Banda Ancha móvil;N/A;Millones de euros;4526,71;;;;;
2021;España;Servicio minorista;Datos generales;Ingresos;N/A;Comunicaciones de Empresa;N/A;Millones de euros;1286,76;;;;;
2021;España;Servicio minorista;Datos generales;Ingresos;N/A;Otros servicios minoristas;N/A;Millones de euros;1485,62;;;;;
2021;España;Servicio minorista;Datos generales;Ingresos;N/A;Servicios audiovisuales;N/A;Millones de euros;4616,8;;;;;
2021;España;Servicio minorista;Datos generales;Ingresos;N/A;Servicios de información telefónica;N/A;Millones de euros;4,68;;;;;
2021;España;Servicio minorista;Datos generales;Ingresos;N/A;Telefonía fija;N/A;Millones de euros;1631,24;;;;;
2021;España;Servicio minorista;Datos generales;Ingresos;N/A;Telefonía móvil;N/A;Millones de euros;3927,88;;;;;
2021;España;Servicio minorista;Datos generales;Ingresos;N/A;Venta y alquiler de terminales;N/A;Millones de euros;1960,82;;;;;
2021;España;Servicio minorista;Datos generales;Ingresos;Orange;N/A;N/A;Millones de euros;;3841,34;;;;
2021;España;Servicio minorista;Datos generales;Ingresos;Resto;N/A;N/A;Millones de euros;;4600,75;;;;
2021;España;Servicio minorista;Datos generales;Ingresos;Vodafone;N/A;N/A;Millones de euros;;3927,22;;;;
2022;España;N/A;Datos generales;Gastos de explotación;Digi;N/A;N/A;Millones de euros;;;;;;8,61
2022;España;N/A;Datos generales;Gastos de explotación;Grupo MASMOVIL;N/A;N/A;Millones de euros;;;;;;80,23
2022;España;N/A;Datos generales;Gastos de explotación;Movistar;N/A;N/A;Millones de euros;;;;;;152,73
2022;España;N/A;Datos generales;Gastos de explotación;Orange;N/A;N/A;Millones de euros;;;;;;66,1
2022;España;N/A;Datos generales;Gastos de explotación;Resto;N/A;N/A;Millones de euros;;;;;;90,12
2022;España;N/A;Datos generales;Gastos de explotación;Vodafone;N/A;N/A;Millones de euros;;;;;;73,14
2022;España;N/A;Datos generales;Inversiones en infraestr. de telec. y serv. audiov.;Adamo;N/A;N/A;Millones de euros;;;;;227,34;
2022;España;N/A;Datos generales;Inversiones en infraestr. de telec. y serv. audiov.;Digi;N/A;N/A;Millones de euros;;;;;231,88;
2022;España;N/A;Datos generales;Inversiones en infraestr. de telec. y serv. audiov.;Grupo MASMOVIL;N/A;N/A;Millones de euros;;;;;605,91;
2022;España;N/A;Datos generales;Inversiones en infraestr. de telec. y serv. audiov.;Mediaset España;N/A;N/A;Millones de euros;;;;;104,58;
2022;España;N/A;Datos generales;Inversiones en infraestr. de telec. y serv. audiov.;Movistar;N/A;N/A;Millones de euros;;;;;1755,01;
2022;España;N/A;Datos generales;Inversiones en infraestr. de telec. y serv. audiov.;Orange;N/A;N/A;Millones de euros;;;;;1044,95;
2022;España;N/A;Datos generales;Inversiones en infraestr. de telec. y serv. audiov.;Resto;N/A;N/A;Millones de euros;;;;;1037,91;
2022;España;N/A;Datos generales;Inversiones en infraestr. de telec. y serv. audiov.;RTVE;N/A;N/A;Millones de euros;;;;;44,02;
2022;España;N/A;Datos generales;Inversiones en infraestr. de telec. y serv. audiov.;Vodafone;N/A;N/A;Millones de euros;;;;;676,11;
2022;España;N/A;Datos generales;Número de empleados;Digi;N/A;N/A;Unidades;;;5092;;;
2022;España;N/A;Datos generales;Número de empleados;Grupo MASMOVIL;N/A;N/A;Unidades;;;1487;;;
2022;España;N/A;Datos generales;Número de empleados;Movistar;N/A;N/A;Unidades;;;16749;;;
2022;España;N/A;Datos generales;Número de empleados;Orange;N/A;N/A;Unidades;;;5294;;;
2022;España;N/A;Datos generales;Número de empleados;Resto;N/A;N/A;Unidades;;;18023;;;
2022;España;N/A;Datos generales;Número de empleados;RTVE;N/A;N/A;Unidades;;;6765;;;
2022;España;N/A;Datos generales;Número de empleados;Televisió de Catalunya;N/A;N/A;Unidades;;;2444;;;
2022;España;N/A;Datos generales;Número de empleados;Vodafone;N/A;N/A;Unidades;;;4088;;;
2022;España;N/A;Datos generales;Paquetes;N/A;N/A;Banda ancha fija, tel. móvil y banda ancha móvil;Unidades;;;;1663756;;
2022;España;N/A;Datos generales;Paquetes;N/A;N/A;Resto;Unidades;;;;184759;;
2022;España;N/A;Datos generales;Paquetes;N/A;N/A;Tel. fija y banda ancha fija;Unidades;;;;2145124;;
2022;España;N/A;Datos generales;Paquetes;N/A;N/A;Tel. fija, banda ancha fija y TV de pago;Unidades;;;;110586;;
2022;España;N/A;Datos generales;Paquetes;N/A;N/A;Tel. fija, banda ancha fija, tel. móvil y banda ancha móvil;Unidades;;;;6460369;;
2022;España;N/A;Datos generales;Paquetes;N/A;N/A;Tel. fija, banda ancha fija, TV de pago, tel. móvil y banda ancha móvil;Unidades;;;;5928346;;
2022;España;Servicio mayorista;Datos generales;Ingresos;Digi;N/A;N/A;Millones de euros;;46,92;;;;
2022;España;Servicio mayorista;Datos generales;Ingresos;Grupo MASMOVIL;N/A;N/A;Millones de euros;;364,56;;;;
2022;España;Servicio mayorista;Datos generales;Ingresos;Movistar;N/A;N/A;Millones de euros;;5042,01;;;;
2022;España;Servicio mayorista;Datos generales;Ingresos;N/A;Alquiler de circuitos;N/A;Millones de euros;759,07;;;;;
2022;España;Servicio mayorista;Datos generales;Ingresos;N/A;Banda ancha fija mayorista;N/A;Millones de euros;1036,1;;;;;
2022;España;Servicio mayorista;Datos generales;Ingresos;N/A;Contenidos audiovisuales;N/A;Millones de euros;2873,34;;;;;
2022;España;Servicio mayorista;Datos generales;Ingresos;N/A;Interconexión fija;N/A;Millones de euros;603,92;;;;;
2022;España;Servicio mayorista;Datos generales;Ingresos;N/A;Interconexión móvil;N/A;Millones de euros;1882,36;;;;;
2022;España;Servicio mayorista;Datos generales;Ingresos;N/A;Otros servicios mayoristas;N/A;Millones de euros;2824,76;;;;;
2022;España;Servicio mayorista;Datos generales;Ingresos;N/A;Transmisión de datos;N/A;Millones de euros;167,84;;;;;
2022;España;Servicio mayorista;Datos generales;Ingresos;N/A;Transporte y difusión de la señal audiovisual;N/A;Millones de euros;331,37;;;;;
2022;España;Servicio mayorista;Datos generales;Ingresos;Orange;N/A;N/A;Millones de euros;;1807,16;;;;
2022;España;Servicio mayorista;Datos generales;Ingresos;Resto;N/A;N/A;Millones de euros;;2244,4;;;;
2022;España;Servicio mayorista;Datos generales;Ingresos;Vodafone;N/A;N/A;Millones de euros;;973,7;;;;
2022;España;Servicio minorista;Datos generales;Ingresos;Digi;N/A;N/A;Millones de euros;;449,01;;;;
2022;España;Servicio minorista;Datos generales;Ingresos;Grupo MASMOVIL;N/A;N/A;Millones de euros;;2484,16;;;;
2022;España;Servicio minorista;Datos generales;Ingresos;Movistar;N/A;N/A;Millones de euros;;9485,12;;;;
2022;España;Servicio minorista;Datos generales;Ingresos;N/A;Banda ancha fija;N/A;Millones de euros;4614,05;;;;;
2022;España;Servicio minorista;Datos generales;Ingresos;N/A;Banda Ancha móvil;N/A;Millones de euros;4594,71;;;;;
2022;España;Servicio minorista;Datos generales;Ingresos;N/A;Comunicaciones de Empresa;N/A;Millones de euros;1274,99;;;;;
2022;España;Servicio minorista;Datos generales;Ingresos;N/A;Otros servicios minoristas;N/A;Millones de euros;1717,98;;;;;
2022;España;Servicio minorista;Datos generales;Ingresos;N/A;Servicios audiovisuales;N/A;Millones de euros;4724,6;;;;;
2022;España;Servicio minorista;Datos generales;Ingresos;N/A;Servicios de información telefónica;N/A;Millones de euros;2,84;;;;;
2022;España;Servicio minorista;Datos generales;Ingresos;N/A;Telefonía fija;N/A;Millones de euros;1456,15;;;;;
2022;España;Servicio minorista;Datos generales;Ingresos;N/A;Telefonía móvil;N/A;Millones de euros;3610,32;;;;;
2022;España;Servicio minorista;Datos generales;Ingresos;N/A;Venta y alquiler de terminales;N/A;Millones de euros;2160,34;;;;;
2022;España;Servicio minorista;Datos generales;Ingresos;Orange;N/A;N/A;Millones de euros;;3805,47;;;;
2022;España;Servicio minorista;Datos generales;Ingresos;Resto;N/A;N/A;Millones de euros;;4368,6;;;;
2022;España;Servicio minorista;Datos generales;Ingresos;Vodafone;N/A;N/A;Millones de euros;;3563,61;;;;
2023;España;N/A;Datos generales;Gastos de explotación;Digi;N/A;N/A;Millones de euros;;;;;;10,69
2023;España;N/A;Datos generales;Gastos de explotación;Grupo MASMOVIL;N/A;N/A;Millones de euros;;;;;;65,47
2023;España;N/A;Datos generales;Gastos de explotación;Movistar;N/A;N/A;Millones de euros;;;;;;137,66
2023;España;N/A;Datos generales;Gastos de explotación;Orange;N/A;N/A;Millones de euros;;;;;;65,1
2023;España;N/A;Datos generales;Gastos de explotación;Resto;N/A;N/A;Millones de euros;;;;;;88,64
2023;España;N/A;Datos generales;Gastos de explotación;Vodafone;N/A;N/A;Millones de euros;;;;;;70
2023;España;N/A;Datos generales;Inversiones en infraestr. de telec. y serv. audiov.;Adamo;N/A;N/A;Millones de euros;;;;;232,22;
