Año;País;Tipo de mercado;Servicio;Concepto;Operador;Tipo de Ingreso;Tipo de Paquete;Unidades;Ingresos (Millones €);Ingresos por Operador (Millones €);Empleados por Operador (Núm);Paquetes (Núm);Inversiones por Operador (Millones €);Gastos por Operador (Millones €)
2011;España;N/A;Datos generales;Inversiones en infraestr. de telec. y serv. audiov.;Vodafone;N/A;N/A;Millones de euros;;;;;573,17;
2011;España;N/A;Datos generales;Número de empleados;Digi;N/A;N/A;Unidades;;;52;;;
2011;España;N/A;Datos generales;Número de empleados;Grupo MASMOVIL;N/A;N/A;Unidades;;;39;;;
2011;España;N/A;Datos generales;Número de empleados;Movistar;N/A;N/A;Unidades;;;30298;;;
2011;España;N/A;Datos generales;Número de empleados;Ono;N/A;N/A;Unidades;;;2951;;;
2011;España;N/A;Datos generales;Número de empleados;Orange;N/A;N/A;Unidades;;;3002;;;
2011;España;N/A;Datos generales;Número de empleados;Resto;N/A;N/A;Unidades;;;25596;;;
2011;España;N/A;Datos generales;Número de empleados;RTVE;N/A;N/A;Unidades;;;6517;;;
2011;España;N/A;Datos generales;Número de empleados;Televisió de Catalunya;N/A;N/A;Unidades;;;1981;;;
2011;España;N/A;Datos generales;Número de empleados;Vodafone;N/A;N/A;Unidades;;;4392;;;
2011;España;N/A;Datos generales;Paquetes;N/A;N/A;Resto;Unidades;;;;684042;;
2011;España;N/A;Datos generales;Paquetes;N/A;N/A;Tel. fija y banda ancha fija;Unidades;;;;8061552;;
2011;España;N/A;Datos generales;Paquetes;N/A;N/A;Tel. fija, banda ancha fija y TV de pago;Unidades;;;;1820249;;
2011;España;Servicio mayorista;Datos generales;Ingresos;Digi;N/A;N/A;Millones de euros;;5,42;;;;
2011;España;Servicio mayorista;Datos generales;Ingresos;Movistar;N/A;N/A;Millones de euros;;3033,05;;;;
2011;España;Servicio mayorista;Datos generales;Ingresos;N/A;Alquiler de circuitos;N/A;Millones de euros;741,29;;;;;
2011;España;Servicio mayorista;Datos generales;Ingresos;N/A;Banda ancha fija mayorista;N/A;Millones de euros;545,57;;;;;
2011;España;Servicio mayorista;Datos generales;Ingresos;N/A;Contenidos audiovisuales;N/A;Millones de euros;106,89;;;;;
2011;España;Servicio mayorista;Datos generales;Ingresos;N/A;Interconexión fija;N/A;Millones de euros;1668,22;;;;;
2011;España;Servicio mayorista;Datos generales;Ingresos;N/A;Interconexión móvil;N/A;Millones de euros;2443,24;;;;;
2011;España;Servicio mayorista;Datos generales;Ingresos;N/A;Otros servicios mayoristas;N/A;Millones de euros;553,78;;;;;
2011;España;Servicio mayorista;Datos generales;Ingresos;N/A;Transmisión de datos;N/A;Millones de euros;41,88;;;;;
2011;España;Servicio mayorista;Datos generales;Ingresos;N/A;Transporte y difusión de la señal audiovisual;N/A;Millones de euros;413,51;;;;;
2011;España;Servicio mayorista;Datos generales;Ingresos;Orange;N/A;N/A;Millones de euros;;767,69;;;;
2011;España;Servicio mayorista;Datos generales;Ingresos;Resto;N/A;N/A;Millones de euros;;1847,72;;;;
2011;España;Servicio mayorista;Datos generales;Ingresos;Vodafone;N/A;N/A;Millones de euros;;860,5;;;;
2011;España;Servicio minorista;Datos generales;Ingresos;Digi;N/A;N/A;Millones de euros;;44,37;;;;
2011;España;Servicio minorista;Datos generales;Ingresos;Grupo MASMOVIL;N/A;N/A;Millones de euros;;13,36;;;;
2011;España;Servicio minorista;Datos generales;Ingresos;Movistar;N/A;N/A;Millones de euros;;14677,69;;;;
2011;España;Servicio minorista;Datos generales;Ingresos;N/A;Banda ancha fija;N/A;Millones de euros;3833,72;;;;;
2011;España;Servicio minorista;Datos generales;Ingresos;N/A;Banda Ancha móvil;N/A;Millones de euros;2156,3;;;;;
2011;España;Servicio minorista;Datos generales;Ingresos;N/A;Comunicaciones de Empresa;N/A;Millones de euros;1512,21;;;;;
2011;España;Servicio minorista;Datos generales;Ingresos;N/A;Otros servicios minoristas;N/A;Millones de euros;1232,41;;;;;
2011;España;Servicio minorista;Datos generales;Ingresos;N/A;Servicios audiovisuales;N/A;Millones de euros;4018,14;;;;;
2011;España;Servicio minorista;Datos generales;Ingresos;N/A;Servicios de información telefónica;N/A;Millones de euros;63,06;;;;;
2011;España;Servicio minorista;Datos generales;Ingresos;N/A;Telefonía fija;N/A;Millones de euros;5372,35;;;;;
2011;España;Servicio minorista;Datos generales;Ingresos;N/A;Telefonía móvil;N/A;Millones de euros;11305,23;;;;;
2011;España;Servicio minorista;Datos generales;Ingresos;N/A;Venta y alquiler de terminales;N/A;Millones de euros;1881,4;;;;;
2011;España;Servicio minorista;Datos generales;Ingresos;Orange;N/A;N/A;Millones de euros;;3245,5;;;;
2011;España;Servicio minorista;Datos generales;Ingresos;Resto;N/A;N/A;Millones de euros;;8578,67;;;;
2011;España;Servicio minorista;Datos generales;Ingresos;Vodafone;N/A;N/A;Millones de euros;;4815,22;;;;
2012;España;N/A;Datos generales;Gastos de explotación;Digi;N/A;N/A;Millones de euros;;;;;;0,19
2012;España;N/A;Datos generales;Gastos de explotación;DTS;N/A;N/A;Millones de euros;;;;;;28,28
2012;España;N/A;Datos generales;Gastos de explotación;Grupo MASMOVIL;N/A;N/A;Millones de euros;;;;;;1,62
2012;España;N/A;Datos generales;Gastos de explotación;Jazztel;N/A;N/A;Millones de euros;;;;;;18,89
2012;España;N/A;Datos generales;Gastos de explotación;Movistar;N/A;N/A;Millones de euros;;;;;;357,82
2012;España;N/A;Datos generales;Gastos de explotación;Ono;N/A;N/A;Millones de euros;;;;;;29,67
2012;España;N/A;Datos generales;Gastos de explotación;Orange;N/A;N/A;Millones de euros;;;;;;69,07
2012;España;N/A;Datos generales;Gastos de explotación;Resto;N/A;N/A;Millones de euros;;;;;;149,29
2012;España;N/A;Datos generales;Gastos de explotación;Vodafone;N/A;N/A;Millones de euros;;;;;;101,81
2012;España;N/A;Datos generales;Gastos de explotación;Yoigo;N/A;N/A;Millones de euros;;;;;;15,16
2012;España;N/A;Datos generales;Inversiones en infraestr. de telec. y serv. audiov.;Digi;N/A;N/A;Millones de euros;;;;;0,35;
2012;España;N/A;Datos generales;Inversiones en infraestr. de telec. y serv. audiov.;Euskaltel;N/A;N/A;Millones de euros;;;;;119,19;
2012;España;N/A;Datos generales;Inversiones en infraestr. de telec. y serv. audiov.;Grupo MASMOVIL;N/A;N/A;Millones de euros;;;;;1,69;
2012;España;N/A;Datos generales;Inversiones en infraestr. de telec. y serv. audiov.;Mediaset España;N/A;N/A;Millones de euros;;;;;187,87;
2012;España;N/A;Datos generales;Inversiones en infraestr. de telec. y serv. audiov.;Movistar;N/A;N/A;Millones de euros;;;;;1648,3;
2012;España;N/A;Datos generales;Inversiones en infraestr. de telec. y serv. audiov.;Orange;N/A;N/A;Millones de euros;;;;;479,87;
2012;España;N/A;Datos generales;Inversiones en infraestr. de telec. y serv. audiov.;Resto;N/A;N/A;Millones de euros;;;;;966,48;
2012;España;N/A;Datos generales;Inversiones en infraestr. de telec. y serv. audiov.;RTVE;N/A;N/A;Millones de euros;;;;;53,67;
2012;España;N/A;Datos generales;Inversiones en infraestr. de telec. y serv. audiov.;Vodafone;N/A;N/A;Millones de euros;;;;;588,2;
2012;España;N/A;Datos generales;Número de empleados;Digi;N/A;N/A;Unidades;;;60;;;
2012;España;N/A;Datos generales;Número de empleados;Grupo MASMOVIL;N/A;N/A;Unidades;;;50;;;
2012;España;N/A;Datos generales;Número de empleados;Movistar;N/A;N/A;Unidades;;;27370;;;
2012;España;N/A;Datos generales;Número de empleados;Ono;N/A;N/A;Unidades;;;2776;;;
2012;España;N/A;Datos generales;Número de empleados;Orange;N/A;N/A;Unidades;;;3962;;;
2012;España;N/A;Datos generales;Número de empleados;Resto;N/A;N/A;Unidades;;;21340;;;
2012;España;N/A;Datos generales;Número de empleados;RTVE;N/A;N/A;Unidades;;;6319;;;
2012;España;N/A;Datos generales;Número de empleados;Televisió de Catalunya;N/A;N/A;Unidades;;;2049;;;
2012;España;N/A;Datos generales;Número de empleados;Vodafone;N/A;N/A;Unidades;;;4206;;;
2012;España;N/A;Datos generales;Paquetes;N/A;N/A;Resto;Unidades;;;;669227;;
2012;España;N/A;Datos generales;Paquetes;N/A;N/A;Tel. fija y banda ancha fija;Unidades;;;;7450301;;
2012;España;N/A;Datos generales;Paquetes;N/A;N/A;Tel. fija, banda ancha fija y TV de pago;Unidades;;;;1530548;;
2012;España;N/A;Datos generales;Paquetes;N/A;N/A;Tel. fija, banda ancha fija, tel. móvil y banda ancha móvil;Unidades;;;;1062107;;
2012;España;N/A;Datos generales;Paquetes;N/A;N/A;Tel. fija, banda ancha fija, TV de pago, tel. móvil y banda ancha móvil;Unidades;;;;146132;;
2012;España;Servicio mayorista;Datos generales;Ingresos;Digi;N/A;N/A;Millones de euros;;6,09;;;;
2012;España;Servicio mayorista;Datos generales;Ingresos;Movistar;N/A;N/A;Millones de euros;;2731,4;;;;
2012;España;Servicio mayorista;Datos generales;Ingresos;N/A;Alquiler de circuitos;N/A;Millones de euros;747,75;;;;;
2012;España;Servicio mayorista;Datos generales;Ingresos;N/A;Banda ancha fija mayorista;N/A;Millones de euros;593,29;;;;;
2012;España;Servicio mayorista;Datos generales;Ingresos;N/A;Contenidos audiovisuales;N/A;Millones de euros;157,49;;;;;
2012;España;Servicio mayorista;Datos generales;Ingresos;N/A;Interconexión fija;N/A;Millones de euros;1679,12;;;;;
2012;España;Servicio mayorista;Datos generales;Ingresos;N/A;Interconexión móvil;N/A;Millones de euros;2021,96;;;;;
2012;España;Servicio mayorista;Datos generales;Ingresos;N/A;Otros servicios mayoristas;N/A;Millones de euros;522,19;;;;;
2012;España;Servicio mayorista;Datos generales;Ingresos;N/A;Transmisión de datos;N/A;Millones de euros;51,17;;;;;
2012;España;Servicio mayorista;Datos generales;Ingresos;N/A;Transporte y difusión de la señal audiovisual;N/A;Millones de euros;394,5;;;;;
2012;España;Servicio mayorista;Datos generales;Ingresos;Orange;N/A;N/A;Millones de euros;;700,55;;;;
2012;España;Servicio mayorista;Datos generales;Ingresos;Resto;N/A;N/A;Millones de euros;;1948,64;;;;
2012;España;Servicio mayorista;Datos generales;Ingresos;Vodafone;N/A;N/A;Millones de euros;;780,78;;;;
2012;España;Servicio minorista;Datos generales;Ingresos;Digi;N/A;N/A;Millones de euros;;45,21;;;;
2012;España;Servicio minorista;Datos generales;Ingresos;Grupo MASMOVIL;N/A;N/A;Millones de euros;;14,94;;;;
2012;España;Servicio minorista;Datos generales;Ingresos;Movistar;N/A;N/A;Millones de euros;;12741,23;;;;
2012;España;Servicio minorista;Datos generales;Ingresos;N/A;Banda ancha fija;N/A;Millones de euros;3659;;;;;
2012;España;Servicio minorista;Datos generales;Ingresos;N/A;Banda Ancha móvil;N/A;Millones de euros;2773,24;;;;;
2012;España;Servicio minorista;Datos generales;Ingresos;N/A;Comunicaciones de Empresa;N/A;Millones de euros;1511,71;;;;;
2012;España;Servicio minorista;Datos generales;Ingresos;N/A;Otros servicios minoristas;N/A;Millones de euros;1227,29;;;;;
2012;España;Servicio minorista;Datos generales;Ingresos;N/A;Servicios audiovisuales;N/A;Millones de euros;3603,94;;;;;
2012;España;Servicio minorista;Datos generales;Ingresos;N/A;Servicios de información telefónica;N/A;Millones de euros;51,29;;;;;
2012;España;Servicio minorista;Datos generales;Ingresos;N/A;Telefonía fija;N/A;Millones de euros;4814,55;;;;;
2012;España;Servicio minorista;Datos generales;Ingresos;N/A;Telefonía móvil;N/A;Millones de euros;9379,05;;;;;
2012;España;Servicio minorista;Datos generales;Ingresos;N/A;Venta y alquiler de terminales;N/A;Millones de euros;1911,47;;;;;
2012;España;Servicio minorista;Datos generales;Ingresos;Orange;N/A;N/A;Millones de euros;;3337,49;;;;
2012;España;Servicio minorista;Datos generales;Ingresos;Resto;N/A;N/A;Millones de euros;;8429,96;;;;
2012;España;Servicio minorista;Datos generales;Ingresos;Vodafone;N/A;N/A;Millones de euros;;4362,69;;;;
2013;España;N/A;Datos generales;Gastos de explotación;Digi;N/A;N/A;Millones de euros;;;;;;0,21
2013;España;N/A;Datos generales;Gastos de explotación;DTS;N/A;N/A;Millones de euros;;;;;;29,78
2013;España;N/A;Datos generales;Gastos de explotación;Grupo MASMOVIL;N/A;N/A;Millones de euros;;;;;;1,09
2013;España;N/A;Datos generales;Gastos de explotación;Jazztel;N/A;N/A;Millones de euros;;;;;;22,71
2013;España;N/A;Datos generales;Gastos de explotación;Movistar;N/A;N/A;Millones de euros;;;;;;269,25
2013;España;N/A;Datos generales;Gastos de explotación;Ono;N/A;N/A;Millones de euros;;;;;;26,85
2013;España;N/A;Datos generales;Gastos de explotación;Orange;N/A;N/A;Millones de euros;;;;;;67,95
2013;España;N/A;Datos generales;Gastos de explotación;Resto;N/A;N/A;Millones de euros;;;;;;80,86
2013;España;N/A;Datos generales;Gastos de explotación;Vodafone;N/A;N/A;Millones de euros;;;;;;133,67
2013;España;N/A;Datos generales;Gastos de explotación;Yoigo;N/A;N/A;Millones de euros;;;;;;14,44
2013;España;N/A;Datos generales;Inversiones en infraestr. de telec. y serv. audiov.;Adamo;N/A;N/A;Millones de euros;;;;;0,01;
2013;España;N/A;Datos generales;Inversiones en infraestr. de telec. y serv. audiov.;Digi;N/A;N/A;Millones de euros;;;;;0,02;
2013;España;N/A;Datos generales;Inversiones en infraestr. de telec. y serv. audiov.;Euskaltel;N/A;N/A;Millones de euros;;;;;42,56;
2013;España;N/A;Datos generales;Inversiones en infraestr. de telec. y serv. audiov.;Grupo MASMOVIL;N/A;N/A;Millones de euros;;;;;1,44;
2013;España;N/A;Datos generales;Inversiones en infraestr. de telec. y serv. audiov.;Mediaset España;N/A;N/A;Millones de euros;;;;;177,89;
2013;España;N/A;Datos generales;Inversiones en infraestr. de telec. y serv. audiov.;Movistar;N/A;N/A;Millones de euros;;;;;1502,67;
2013;España;N/A;Datos generales;Inversiones en infraestr. de telec. y serv. audiov.;Orange;N/A;N/A;Millones de euros;;;;;588,65;
2013;España;N/A;Datos generales;Inversiones en infraestr. de telec. y serv. audiov.;Resto;N/A;N/A;Millones de euros;;;;;1042,5;
2013;España;N/A;Datos generales;Inversiones en infraestr. de telec. y serv. audiov.;RTVE;N/A;N/A;Millones de euros;;;;;49,4;
2013;España;N/A;Datos generales;Inversiones en infraestr. de telec. y serv. audiov.;Vodafone;N/A;N/A;Millones de euros;;;;;489,97;
2013;España;N/A;Datos generales;Número de empleados;Digi;N/A;N/A;Unidades;;;71;;;
2013;España;N/A;Datos generales;Número de empleados;Grupo MASMOVIL;N/A;N/A;Unidades;;;38;;;
2013;España;N/A;Datos generales;Número de empleados;Movistar;N/A;N/A;Unidades;;;26060;;;
2013;España;N/A;Datos generales;Número de empleados;Ono;N/A;N/A;Unidades;;;2543;;;
2013;España;N/A;Datos generales;Número de empleados;Orange;N/A;N/A;Unidades;;;3986;;;
2013;España;N/A;Datos generales;Número de empleados;Resto;N/A;N/A;Unidades;;;19495;;;
2013;España;N/A;Datos generales;Número de empleados;RTVE;N/A;N/A;Unidades;;;6325;;;
2013;España;N/A;Datos generales;Número de empleados;Televisió de Catalunya;N/A;N/A;Unidades;;;2435;;;
2013;España;N/A;Datos generales;Número de empleados;Vodafone;N/A;N/A;Unidades;;;3614;;;
2013;España;N/A;Datos generales;Paquetes;N/A;N/A;Resto;Unidades;;;;538267;;
2013;España;N/A;Datos generales;Paquetes;N/A;N/A;Tel. fija y banda ancha fija;Unidades;;;;4152167;;
2013;España;N/A;Datos generales;Paquetes;N/A;N/A;Tel. fija, banda ancha fija y TV de pago;Unidades;;;;986481;;
2013;España;N/A;Datos generales;Paquetes;N/A;N/A;Tel. fija, banda ancha fija, tel. móvil y banda ancha móvil;Unidades;;;;5195278;;
2013;España;N/A;Datos generales;Paquetes;N/A;N/A;Tel. fija, banda ancha fija, TV de pago, tel. móvil y banda ancha móvil;Unidades;;;;689645;;
2013;España;Servicio mayorista;Datos generales;Ingresos;Digi;N/A;N/A;Millones de euros;;5,04;;;;
2013;España;Servicio mayorista;Datos generales;Ingresos;Movistar;N/A;N/A;Millones de euros;;2597,31;;;;
2013;España;Servicio mayorista;Datos generales;Ingresos;N/A;Alquiler de circuitos;N/A;Millones de euros;727,1;;;;;
2013;España;Servicio mayorista;Datos generales;Ingresos;N/A;Banda ancha fija mayorista;N/A;Millones de euros;653,82;;;;;
2013;España;Servicio mayorista;Datos generales;Ingresos;N/A;Contenidos audiovisuales;N/A;Millones de euros;201,94;;;;;
2013;España;Servicio mayorista;Datos generales;Ingresos;N/A;Interconexión fija;N/A;Millones de euros;1608,69;;;;;
2013;España;Servicio mayorista;Datos generales;Ingresos;N/A;Interconexión móvil;N/A;Millones de euros;1547,08;;;;;
2013;España;Servicio mayorista;Datos generales;Ingresos;N/A;Otros servicios mayoristas;N/A;Millones de euros;621,29;;;;;
2013;España;Servicio mayorista;Datos generales;Ingresos;N/A;Transmisión de datos;N/A;Millones de euros;57,9;;;;;
2013;España;Servicio mayorista;Datos generales;Ingresos;N/A;Transporte y difusión de la señal audiovisual;N/A;Millones de euros;374,48;;;;;
2013;España;Servicio mayorista;Datos generales;Ingresos;Orange;N/A;N/A;Millones de euros;;644,57;;;;
2013;España;Servicio mayorista;Datos generales;Ingresos;Resto;N/A;N/A;Millones de euros;;1893,91;;;;
2013;España;Servicio mayorista;Datos generales;Ingresos;Vodafone;N/A;N/A;Millones de euros;;651,47;;;;
2013;España;Servicio minorista;Datos generales;Ingresos;Digi;N/A;N/A;Millones de euros;;43,2;;;;
2013;España;Servicio minorista;Datos generales;Ingresos;Grupo MASMOVIL;N/A;N/A;Millones de euros;;17,02;;;;
2013;España;Servicio minorista;Datos generales;Ingresos;Movistar;N/A;N/A;Millones de euros;;10937,19;;;;
2013;España;Servicio minorista;Datos generales;Ingresos;N/A;Banda ancha fija;N/A;Millones de euros;3558,81;;;;;
2013;España;Servicio minorista;Datos generales;Ingresos;N/A;Banda Ancha móvil;N/A;Millones de euros;3314,93;;;;;
2013;España;Servicio minorista;Datos generales;Ingresos;N/A;Comunicaciones de Empresa;N/A;Millones de euros;1450,35;;;;;
2013;España;Servicio minorista;Datos generales;Ingresos;N/A;Otros servicios minoristas;N/A;Millones de euros;1292,87;;;;;
2013;España;Servicio minorista;Datos generales;Ingresos;N/A;Servicios audiovisuales;N/A;Millones de euros;3376;;;;;
2013;España;Servicio minorista;Datos generales;Ingresos;N/A;Servicios de información telefónica;N/A;Millones de euros;40,58;;;;;
2013;España;Servicio minorista;Datos generales;Ingresos;N/A;Telefonía fija;N/A;Millones de euros;4169,63;;;;;
2013;España;Servicio minorista;Datos generales;Ingresos;N/A;Telefonía móvil;N/A;Millones de euros;7436,53;;;;;
2013;España;Servicio minorista;Datos generales;Ingresos;N/A;Venta y alquiler de terminales;N/A;Millones de euros;2117,19;;;;;
2013;España;Servicio minorista;Datos generales;Ingresos;Orange;N/A;N/A;Millones de euros;;3404,86;;;;
2013;España;Servicio minorista;Datos generales;Ingresos;Resto;N/A;N/A;Millones de euros;;8464,72;;;;
2013;España;Servicio minorista;Datos generales;Ingresos;Vodafone;N/A;N/A;Millones de euros;;3889,9;;;;
2014;España;N/A;Datos generales;Gastos de explotación;Digi;N/A;N/A;Millones de euros;;;;;;0,29
2014;España;N/A;Datos generales;Gastos de explotación;DTS;N/A;N/A;Millones de euros;;;;;;25
2014;España;N/A;Datos generales;Gastos de explotación;Grupo MASMOVIL;N/A;N/A;Millones de euros;;;;;;1,73
2014;España;N/A;Datos generales;Gastos de explotación;Jazztel;N/A;N/A;Millones de euros;;;;;;23,58
2014;España;N/A;Datos generales;Gastos de explotación;Movistar;N/A;N/A;Millones de euros;;;;;;193,88
2014;España;N/A;Datos generales;Gastos de explotación;Ono;N/A;N/A;Millones de euros;;;;;;28,27
2014;España;N/A;Datos generales;Gastos de explotación;Orange;N/A;N/A;Millones de euros;;;;;;56,31
2014;España;N/A;Datos generales;Gastos de explotación;Resto;N/A;N/A;Millones de euros;;;;;;68,99
2014;España;N/A;Datos generales;Gastos de explotación;Vodafone;N/A;N/A;Millones de euros;;;;;;128,09
2014;España;N/A;Datos generales;Gastos de explotación;Yoigo;N/A;N/A;Millones de euros;;;;;;12,44
2014;España;N/A;Datos generales;Inversiones en infraestr. de telec. y serv. audiov.;Adamo;N/A;N/A;Millones de euros;;;;;2,15;
2014;España;N/A;Datos generales;Inversiones en infraestr. de telec. y serv. audiov.;Digi;N/A;N/A;Millones de euros;;;;;0,16;
2014;España;N/A;Datos generales;Inversiones en infraestr. de telec. y serv. audiov.;Euskaltel;N/A;N/A;Millones de euros;;;;;26,93;
2014;España;N/A;Datos generales;Inversiones en infraestr. de telec. y serv. audiov.;Grupo MASMOVIL;N/A;N/A;Millones de euros;;;;;0,65;
2014;España;N/A;Datos generales;Inversiones en infraestr. de telec. y serv. audiov.;Mediaset España;N/A;N/A;Millones de euros;;;;;188,37;
2014;España;N/A;Datos generales;Inversiones en infraestr. de telec. y serv. audiov.;Movistar;N/A;N/A;Millones de euros;;;;;1719,38;
2014;España;N/A;Datos generales;Inversiones en infraestr. de telec. y serv. audiov.;Orange;N/A;N/A;Millones de euros;;;;;587,77;
2014;España;N/A;Datos generales;Inversiones en infraestr. de telec. y serv. audiov.;Resto;N/A;N/A;Millones de euros;;;;;1696,35;
2014;España;N/A;Datos generales;Inversiones en infraestr. de telec. y serv. audiov.;RTVE;N/A;N/A;Millones de euros;;;;;25,78;
2014;España;N/A;Datos generales;Inversiones en infraestr. de telec. y serv. audiov.;Vodafone;N/A;N/A;Millones de euros;;;;;816,82;
2014;España;N/A;Datos generales;Número de empleados;Digi;N/A;N/A;Unidades;;;83;;;
2014;España;N/A;Datos generales;Número de empleados;Grupo MASMOVIL;N/A;N/A;Unidades;;;66;;;
2014;España;N/A;Datos generales;Número de empleados;Movistar;N/A;N/A;Unidades;;;26230;;;
2014;España;N/A;Datos generales;Número de empleados;Ono;N/A;N/A;Unidades;;;2425;;;
2014;España;N/A;Datos generales;Número de empleados;Orange;N/A;N/A;Unidades;;;4008;;;
2014;España;N/A;Datos generales;Número de empleados;Resto;N/A;N/A;Unidades;;;18503;;;
2014;España;N/A;Datos generales;Número de empleados;RTVE;N/A;N/A;Unidades;;;6302;;;
2014;España;N/A;Datos generales;Número de empleados;Televisió de Catalunya;N/A;N/A;Unidades;;;2331;;;
2014;España;N/A;Datos generales;Número de empleados;Vodafone;N/A;N/A;Unidades;;;3634;;;
2014;España;N/A;Datos generales;Paquetes;N/A;N/A;Resto;Unidades;;;;379440;;
2014;España;N/A;Datos generales;Paquetes;N/A;N/A;Tel. fija y banda ancha fija;Unidades;;;;3470320;;
2014;España;N/A;Datos generales;Paquetes;N/A;N/A;Tel. fija, banda ancha fija y TV de pago;Unidades;;;;676758;;
2014;España;N/A;Datos generales;Paquetes;N/A;N/A;Tel. fija, banda ancha fija, tel. móvil y banda ancha móvil;Unidades;;;;5826588;;
2014;España;N/A;Datos generales;Paquetes;N/A;N/A;Tel. fija, banda ancha fija, TV de pago, tel. móvil y banda ancha móvil;Unidades;;;;2201439;;
2014;España;Servicio mayorista;Datos generales;Ingresos;Digi;N/A;N/A;Millones de euros;;5,73;;;;
2014;España;Servicio mayorista;Datos generales;Ingresos;Movistar;N/A;N/A;Millones de euros;;2467,38;;;;
2014;España;Servicio mayorista;Datos generales;Ingresos;N/A;Alquiler de circuitos;N/A;Millones de euros;677,08;;;;;
2014;España;Servicio mayorista;Datos generales;Ingresos;N/A;Banda ancha fija mayorista;N/A;Millones de euros;699,22;;;;;
2014;España;Servicio mayorista;Datos generales;Ingresos;N/A;Contenidos audiovisuales;N/A;Millones de euros;280,76;;;;;
2014;España;Servicio mayorista;Datos generales;Ingresos;N/A;Interconexión fija;N/A;Millones de euros;1474,42;;;;;
2014;España;Servicio mayorista;Datos generales;Ingresos;N/A;Interconexión móvil;N/A;Millones de euros;1403,89;;;;;
2014;España;Servicio mayorista;Datos generales;Ingresos;N/A;Otros servicios mayoristas;N/A;Millones de euros;678,84;;;;;
2014;España;Servicio mayorista;Datos generales;Ingresos;N/A;Transmisión de datos;N/A;Millones de euros;50,01;;;;;
2014;España;Servicio mayorista;Datos generales;Ingresos;N/A;Transporte y difusión de la señal audiovisual;N/A;Millones de euros;357,64;;;;;
2014;España;Servicio mayorista;Datos generales;Ingresos;Orange;N/A;N/A;Millones de euros;;702,7;;;;
2014;España;Servicio mayorista;Datos generales;Ingresos;Resto;N/A;N/A;Millones de euros;;1891,51;;;;
2014;España;Servicio mayorista;Datos generales;Ingresos;Vodafone;N/A;N/A;Millones de euros;;554,55;;;;
2014;España;Servicio minorista;Datos generales;Ingresos;Digi;N/A;N/A;Millones de euros;;48,41;;;;
2014;España;Servicio minorista;Datos generales;Ingresos;Grupo MASMOVIL;N/A;N/A;Millones de euros;;17,87;;;;
2014;España;Servicio minorista;Datos generales;Ingresos;Movistar;N/A;N/A;Millones de euros;;10007,45;;;;
2014;España;Servicio minorista;Datos generales;Ingresos;N/A;Banda ancha fija;N/A;Millones de euros;3641,07;;;;;
2014;España;Servicio minorista;Datos generales;Ingresos;N/A;Banda Ancha móvil;N/A;Millones de euros;3614,77;;;;;
2014;España;Servicio minorista;Datos generales;Ingresos;N/A;Comunicaciones de Empresa;N/A;Millones de euros;1437,57;;;;;
2014;España;Servicio minorista;Datos generales;Ingresos;N/A;Otros servicios minoristas;N/A;Millones de euros;1214,79;;;;;
2014;España;Servicio minorista;Datos generales;Ingresos;N/A;Servicios audiovisuales;N/A;Millones de euros;3505,65;;;;;
2014;España;Servicio minorista;Datos generales;Ingresos;N/A;Servicios de información telefónica;N/A;Millones de euros;31,38;;;;;
2014;España;Servicio minorista;Datos generales;Ingresos;N/A;Telefonía fija;N/A;Millones de euros;3449,02;;;;;
2014;España;Servicio minorista;Datos generales;Ingresos;N/A;Telefonía móvil;N/A;Millones de euros;6016,6;;;;;
2014;España;Servicio minorista;Datos generales;Ingresos;N/A;Venta y alquiler de terminales;N/A;Millones de euros;2076,1;;;;;
2014;España;Servicio minorista;Datos generales;Ingresos;Orange;N/A;N/A;Millones de euros;;3204,5;;;;
2014;España;Servicio minorista;Datos generales;Ingresos;Resto;N/A;N/A;Millones de euros;;8282,64;;;;
2014;España;Servicio minorista;Datos generales;Ingresos;Vodafone;N/A;N/A;Millones de euros;;3426,09;;;;
2015;España;N/A;Datos generales;Gastos de explotación;Digi;N/A;N/A;Millones de euros;;;;;;0,45
2015;España;N/A;Datos generales;Gastos de explotación;DTS;N/A;N/A;Millones de euros;;;;;;17,42
2015;España;N/A;Datos generales;Gastos de explotación;Grupo MASMOVIL;N/A;N/A;Millones de euros;;;;;;3,1
2015;España;N/A;Datos generales;Gastos de explotación;Jazztel;N/A;N/A;Millones de euros;;;;;;20,96
2015;España;N/A;Datos generales;Gastos de explotación;Movistar;N/A;N/A;Millones de euros;;;;;;158,27
2015;España;N/A;Datos generales;Gastos de explotación;Orange;N/A;N/A;Millones de euros;;;;;;62,27
2015;España;N/A;Datos generales;Gastos de explotación;Resto;N/A;N/A;Millones de euros;;;;;;73,14
2015;España;N/A;Datos generales;Gastos de explotación;Vodafone;N/A;N/A;Millones de euros;;;;;;152,9
2015;España;N/A;Datos generales;Gastos de explotación;Yoigo;N/A;N/A;Millones de euros;;;;;;16,99
2015;España;N/A;Datos generales;Inversiones en infraestr. de telec. y serv. audiov.;Adamo;N/A;N/A;Millones de euros;;;;;3,42;
2015;España;N/A;Datos generales;Inversiones en infraestr. de telec. y serv. audiov.;Digi;N/A;N/A;Millones de euros;;;;;0,22;
2015;España;N/A;Datos generales;Inversiones en infraestr. de telec. y serv. audiov.;Euskaltel;N/A;N/A;Millones de euros;;;;;46,86;
